MaStR-Nr. der Einheit,Anzeige-Name der Einheit,Betriebs-Status,Energieträger,Bruttoleistung der Einheit,Nettonennleistung der Einheit,Inbetriebnahmedatum der Einheit,Inbetriebnahmedatum der Einheit am aktuellen Standort,Registrierungsdatum der Einheit,Bundesland,Postleitzahl,Ort,Straße,Hausnummer,Gemarkung,Flurstück,Gemeindeschlüssel,Gemeinde,Landkreis,Koordinate: Breitengrad (WGS84),Koordinate: Längengrad (WGS84),Lat,Lon,Technologie der Stromerzeugung,Art der Solaranlage,Anzahl der Solar-Module,Hauptausrichtung der Solar-Module,Hauptneigungswinkel der Solar-Module,Nutzungsbereich des Gebäudes mit Solaranlage,Name des Solarparks,Überwiegende Nutzungsart der Fläche vor Errichtung der Solaranlage,Bereich der überwiegenden Nutzungsart der Fläche vor Errichtung der Solaranlage,Größe der in Anspruch genommenen Fläche in Hektar,Zusätzliche Merkmale der Fläche und der aktuellen Flächennutzung,Lichte Höhe in Meter,Name des Windparks,Wind an Land oder auf See,Nabenhöhe der Windenergieanlage,Rotordurchmesser der Windenergieanlage,Hersteller der Windenergieanlage,Typenbezeichnung,Hauptbrennstoff der Einheit,MaStR-Nr. der Speichereinheit,Speichertechnologie,Nutzbare Speicherkapazität in kWh,Letzte Aktualisierung,Datum der endgültigen Stilllegung,Datum der geplanten Inbetriebnahme,Name des Anlagenbetreibers (nur Org.),"	MaStR-Nr. des Anlagenbetreibers",Volleinspeisung oder Teileinspeisung,MaStR-Nr. der Genehmigung,Name des Anschluss-Netzbetreibers,MaStR-Nr. des Anschluss-Netzbetreibers,Netzbetreiberprüfung,Spannungsebene,MaStR-Nr. der Lokation,MaStR-Nr. der EEG-Anlage,EEG-Anlagenschlüssel,Inbetriebnahmedatum der EEG-Anlage,Installierte Leistung der EEG-Anlage,Zuschlagnummer (EEG/KWK-Ausschreibung),MaStR-Nr. der KWK-Anlage,Inbetriebnahmedatum der KWK-Anlage,Elektrische KWK-Leistung,Thermische Nutzleistung in kW
SEE961584153271,SB09E,In Betrieb,Wind,4200,4200,14/12/2016,,07/03/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"55,191,831","6,833,483",55.19183,6.83348,Horizontalläufer,,,,,,,,,,,,OWP Sandbank,Windkraft auf See,"94,62",130,Siemens Wind Power GmbH & Co. KG,SWT-4.0-130,,,,,28/05/2019,,,DanTysk Sandbank Offshore Wind GmbH & Co.KG,ABR983327007900,Volleinspeisung,SGE941323843212,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL919433257267,EEG973040787340,E2026001SANDBANK00000000000000009,14/12/2016,4200,,,,,
SEE929403151624,SB10E,In Betrieb,Wind,4200,4200,10/12/2016,,07/03/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"55,200,572","6,830,072",55.20057,6.83007,Horizontalläufer,,,,,,,,,,,,OWP Sandbank,Windkraft auf See,"94,62",130,Siemens Wind Power GmbH & Co. KG,SWT-4.0-130,,,,,28/05/2019,,,DanTysk Sandbank Offshore Wind GmbH & Co.KG,ABR983327007900,Volleinspeisung,SGE941323843212,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL919433257267,EEG959376626096,E2026001SANDBANK00000000000000010,10/12/2016,4200,,,,,
SEE931118290727,SB11E,In Betrieb,Wind,4200,4200,10/01/2017,,07/03/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"55,209,322","6,826,664",55.20932,6.82666,Horizontalläufer,,,,,,,,,,,,OWP Sandbank,Windkraft auf See,"94,62",130,Siemens Wind Power GmbH & Co. KG,SWT-4.0-130,,,,,13/06/2022,,,DanTysk Sandbank Offshore Wind GmbH & Co.KG,ABR983327007900,Volleinspeisung,SGE941323843212,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL919433257267,EEG943452150858,E2026001SANDBANK00000000000000011,10/01/2017,4200,,,,,
SEE993832963325,SB12E,In Betrieb,Wind,4200,4200,21/11/2016,,07/03/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"55,218,342","6,823,753",55.21834,6.82375,Horizontalläufer,,,,,,,,,,,,OWP Sandbank,Windkraft auf See,"94,62",130,Siemens Wind Power GmbH & Co. KG,SWT-4.0-130,,,,,28/05/2019,,,DanTysk Sandbank Offshore Wind GmbH & Co.KG,ABR983327007900,Volleinspeisung,SGE941323843212,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL919433257267,EEG958832569984,E2026001SANDBANK00000000000000012,21/11/2016,4200,,,,,
SEE928349509537,SB13E,In Betrieb,Wind,4200,4200,22/11/2016,,07/03/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"55,227,083","6,820,353",55.22708,6.82035,Horizontalläufer,,,,,,,,,,,,OWP Sandbank,Windkraft auf See,"94,62",130,Siemens Wind Power GmbH & Co. KG,SWT-4.0-130,,,,,28/05/2019,,,DanTysk Sandbank Offshore Wind GmbH & Co.KG,ABR983327007900,Volleinspeisung,SGE941323843212,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL919433257267,EEG992202520786,E2026001SANDBANK00000000000000013,22/11/2016,4200,,,,,
SEE944549566767,SB14E,In Betrieb,Wind,4200,4200,28/11/2016,,07/03/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"55,235,833","6,816,942",55.23583,6.81694,Horizontalläufer,,,,,,,,,,,,OWP Sandbank,Windkraft auf See,"94,62",130,Siemens Wind Power GmbH & Co. KG,SWT-4.0-130,,,,,17/07/2023,,,DanTysk Sandbank Offshore Wind GmbH & Co.KG,ABR983327007900,Volleinspeisung,SGE941323843212,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL919433257267,EEG989380013674,E2026001SANDBANK00000000000000014,28/11/2016,4200,,,,,
SEE906007100487,SB15E,In Betrieb,Wind,4200,4200,05/12/2016,,07/03/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"55,244,572","6,813,531",55.24457,6.81353,Horizontalläufer,,,,,,,,,,,,OWP Sandbank,Windkraft auf See,"94,62",130,Siemens Wind Power GmbH & Co. KG,SWT-4.0-130,,,,,28/05/2019,,,DanTysk Sandbank Offshore Wind GmbH & Co.KG,ABR983327007900,Volleinspeisung,SGE941323843212,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL919433257267,EEG993294951656,E2026001SANDBANK00000000000000015,05/12/2016,4200,,,,,
SEE954880411961,SB16E,In Betrieb,Wind,4200,4200,08/12/2016,,07/03/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"55,253,314","6,810,119",55.25331,6.81012,Horizontalläufer,,,,,,,,,,,,OWP Sandbank,Windkraft auf See,"94,62",130,Siemens Wind Power GmbH & Co. KG,SWT-4.0-130,,,,,28/05/2019,,,DanTysk Sandbank Offshore Wind GmbH & Co.KG,ABR983327007900,Volleinspeisung,SGE941323843212,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL919433257267,EEG918317551545,E2026001SANDBANK00000000000000016,08/12/2016,4200,,,,,
SEE946203335894,SB17E,In Betrieb,Wind,4200,4200,16/12/2016,,07/03/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"55,262,344","6,807,211",55.26234,6.80721,Horizontalläufer,,,,,,,,,,,,OWP Sandbank,Windkraft auf See,"94,62",130,Siemens Wind Power GmbH & Co. KG,SWT-4.0-130,,,,,28/05/2019,,,DanTysk Sandbank Offshore Wind GmbH & Co.KG,ABR983327007900,Volleinspeisung,SGE941323843212,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL919433257267,EEG966574766134,E2026001SANDBANK00000000000000017,16/12/2016,4200,,,,,
SEE970301793522,SB18F,In Betrieb,Wind,4200,4200,14/11/2016,,07/03/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"55,270,803","68,038",55.27080,6.80380,Horizontalläufer,,,,,,,,,,,,OWP Sandbank,Windkraft auf See,"94,62",130,Siemens Wind Power GmbH & Co. KG,SWT-4.0-130,,,,,28/05/2019,,,DanTysk Sandbank Offshore Wind GmbH & Co.KG,ABR983327007900,Volleinspeisung,SGE941323843212,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL919433257267,EEG928080239168,E2026001SANDBANK00000000000000018,14/11/2016,4200,,,,,
SEE970561824639,SB19G,In Betrieb,Wind,4200,4200,10/10/2016,,07/03/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"55,279,825","6,800,389",55.27983,6.80039,Horizontalläufer,,,,,,,,,,,,OWP Sandbank,Windkraft auf See,"94,62",130,Siemens Wind Power GmbH & Co. KG,SWT-4.0-130,,,,,28/05/2019,,,DanTysk Sandbank Offshore Wind GmbH & Co.KG,ABR983327007900,Volleinspeisung,SGE941323843212,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL919433257267,EEG991366937553,E2026001SANDBANK00000000000000019,10/10/2016,4200,,,,,
SEE911934677261,SB20D,In Betrieb,Wind,4200,4200,07/09/2016,,07/03/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"55,114,239","6,878,619",55.11424,6.87862,Horizontalläufer,,,,,,,,,,,,OWP Sandbank,Windkraft auf See,"94,62",130,Siemens Wind Power GmbH & Co. KG,SWT-4.0-130,,,,,28/05/2019,,,DanTysk Sandbank Offshore Wind GmbH & Co.KG,ABR983327007900,Volleinspeisung,SGE941323843212,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL919433257267,EEG970113851526,E2026001SANDBANK00000000000000020,07/09/2016,4200,,,,,
SEE951396897678,BW05,In Betrieb,Wind,6330,6330,24/06/2020,,09/07/2020,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,052,107","6,417,629",54.05211,6.41763,Horizontalläufer,,,,,,,,,,,,"Trianel Windpark Borkum, Bauphase 2",Windkraft auf See,"104,5",152,Senvion Deutschland GmbH,6.2M152 Power Upgrade,,,,,23/12/2024,,,Trianel Windkraftwerk Borkum II GmbH & Co. KG,ABR936831376390,Volleinspeisung,SGE981165955117,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL988334563685,EEG929885875254,E2026001TRIANELBORKUMZE0000000005,24/06/2020,6330,,,,,
SEE956019505732,BW06,In Betrieb,Wind,6330,6330,10/06/2020,,15/06/2020,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,043,962","641,812",54.04396,6.41812,Horizontalläufer,,,,,,,,,,,,"Trianel Windpark Borkum, Bauphase 2",Windkraft auf See,"104,5",152,Senvion Deutschland GmbH,6.2M152 Power Upgrade,,,,,23/12/2024,,,Trianel Windkraftwerk Borkum II GmbH & Co. KG,ABR936831376390,Volleinspeisung,SGE981165955117,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL988334563685,EEG902280649040,E2026001TRIANELBORKUMZE0000000006,10/06/2020,6330,,,,,
SEE903201409002,BW07,In Betrieb,Wind,6330,6330,01/07/2020,,09/07/2020,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,035,801","6,418,596",54.03580,6.41860,Horizontalläufer,,,,,,,,,,,,"Trianel Windpark Borkum, Bauphase 2",Windkraft auf See,"104,5",152,Senvion Deutschland GmbH,6.2M152 Power Upgrade,,,,,23/12/2024,,,Trianel Windkraftwerk Borkum II GmbH & Co. KG,ABR936831376390,Volleinspeisung,SGE981165955117,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL988334563685,EEG946005164111,E2026001TRIANELBORKUMZE0000000007,01/07/2020,6330,,,,,
SEE969979140837,BW08,In Betrieb,Wind,6330,6330,17/06/2020,,23/06/2020,Ausschließliche Wirtschaftszone,,,,,,,,,,"5,402,771","6,419,048",54.02771,6.41905,Horizontalläufer,,,,,,,,,,,,"Trianel Windpark Borkum, Bauphase 2",Windkraft auf See,"104,5",152,Senvion Deutschland GmbH,6.2M152 Power Upgrade,,,,,23/12/2024,,,Trianel Windkraftwerk Borkum II GmbH & Co. KG,ABR936831376390,Volleinspeisung,SGE981165955117,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL988334563685,EEG905288131487,E2026001TRIANELBORKUMZE0000000008,17/06/2020,6330,,,,,
SEE951484405075,BW09,In Betrieb,Wind,6330,6330,15/04/2020,,21/04/2020,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,016,998","6,419,674",54.01700,6.41967,Horizontalläufer,,,,,,,,,,,,"Trianel Windpark Borkum, Bauphase 2",Windkraft auf See,"104,5",152,Senvion Deutschland GmbH,6.2M152 Power Upgrade,,,,,23/12/2024,,,Trianel Windkraftwerk Borkum II GmbH & Co. KG,ABR936831376390,Volleinspeisung,SGE981165955117,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL988334563685,EEG963247555651,E2026001TRIANELBORKUMZE0000000009,15/04/2020,6330,,,,,
SEE983334180580,BW10,In Betrieb,Wind,6330,6330,16/03/2020,,24/03/2020,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,008,726","6,420,152",54.00873,6.42015,Horizontalläufer,,,,,,,,,,,,"Trianel Windpark Borkum, Bauphase 2",Windkraft auf See,"104,5",152,Senvion Deutschland GmbH,6.2M152 Power Upgrade,,,,,23/12/2024,,,Trianel Windkraftwerk Borkum II GmbH & Co. KG,ABR936831376390,Volleinspeisung,SGE981165955117,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL988334563685,EEG928609432537,E2026001TRIANELBORKUMZE0000000010,16/03/2020,6330,,,,,
SEE927937326730,BW11,In Betrieb,Wind,6330,6330,23/01/2020,,04/02/2020,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,001,328","6,420,597",54.00133,6.42060,Horizontalläufer,,,,,,,,,,,,"Trianel Windpark Borkum, Bauphase 2",Windkraft auf See,"104,5",152,Senvion Deutschland GmbH,6.2M152 Power Upgrade,,,,,23/12/2024,,,Trianel Windkraftwerk Borkum II GmbH & Co. KG,ABR936831376390,Volleinspeisung,SGE981165955117,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL988334563685,EEG908849593557,E2026001TRIANELBORKUMZE0000000011,23/01/2020,6330,,,,,
SEE993968284233,BW16,In Betrieb,Wind,6330,6330,01/06/2020,,15/06/2020,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,053,068","6,435,736",54.05307,6.43574,Horizontalläufer,,,,,,,,,,,,"Trianel Windpark Borkum, Bauphase 2",Windkraft auf See,"104,5",152,Senvion Deutschland GmbH,6.2M152 Power Upgrade,,,,,23/12/2024,,,Trianel Windkraftwerk Borkum II GmbH & Co. KG,ABR936831376390,Volleinspeisung,SGE981165955117,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL988334563685,EEG950829784837,E2026001TRIANELBORKUMZE0000000016,01/06/2020,6330,,,,,
SEE930697001700,BW17,In Betrieb,Wind,6330,6330,19/04/2020,,21/04/2020,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,045,104","64,332",54.04510,6.43320,Horizontalläufer,,,,,,,,,,,,"Trianel Windpark Borkum, Bauphase 2",Windkraft auf See,"104,5",152,Senvion Deutschland GmbH,6.2M152 Power Upgrade,,,,,23/12/2024,,,Trianel Windkraftwerk Borkum II GmbH & Co. KG,ABR936831376390,Volleinspeisung,SGE981165955117,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL988334563685,EEG922658671961,E2026001TRIANELBORKUMZE0000000017,19/04/2020,6330,,,,,
SEE997331535090,BW18,In Betrieb,Wind,6330,6330,28/05/2020,,05/06/2020,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,033,522","6,429,746",54.03352,6.42975,Horizontalläufer,,,,,,,,,,,,"Trianel Windpark Borkum, Bauphase 2",Windkraft auf See,"104,5",152,Senvion Deutschland GmbH,6.2M152 Power Upgrade,,,,,23/12/2024,,,Trianel Windkraftwerk Borkum II GmbH & Co. KG,ABR936831376390,Volleinspeisung,SGE981165955117,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL988334563685,EEG990941206855,E2026001TRIANELBORKUMZE0000000018,28/05/2020,6330,,,,,
SEE920177105547,BW19,In Betrieb,Wind,6330,6330,06/04/2020,,14/04/2020,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,023,851","6,432,804",54.02385,6.43280,Horizontalläufer,,,,,,,,,,,,"Trianel Windpark Borkum, Bauphase 2",Windkraft auf See,"104,5",152,Senvion Deutschland GmbH,6.2M152 Power Upgrade,,,,,23/12/2024,,,Trianel Windkraftwerk Borkum II GmbH & Co. KG,ABR936831376390,Volleinspeisung,SGE981165955117,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL988334563685,EEG977963218578,E2026001TRIANELBORKUMZE0000000019,06/04/2020,6330,,,,,
SEE913654758633,BW20,In Betrieb,Wind,6330,6330,20/01/2020,,04/02/2020,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,014,334","6,432,184",54.01433,6.43218,Horizontalläufer,,,,,,,,,,,,"Trianel Windpark Borkum, Bauphase 2",Windkraft auf See,"104,5",152,Senvion Deutschland GmbH,6.2M152 Power Upgrade,,,,,23/12/2024,,,Trianel Windkraftwerk Borkum II GmbH & Co. KG,ABR936831376390,Volleinspeisung,SGE981165955117,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL988334563685,EEG958557806722,E2026001TRIANELBORKUMZE0000000020,20/01/2020,6330,,,,,
SEE985558580962,BW27,In Betrieb,Wind,6330,6330,13/05/2020,,29/05/2020,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,052,193","6,452,464",54.05219,6.45246,Horizontalläufer,,,,,,,,,,,,"Trianel Windpark Borkum, Bauphase 2",Windkraft auf See,"104,5",152,Senvion Deutschland GmbH,6.2M152 Power Upgrade,,,,,23/12/2024,,,Trianel Windkraftwerk Borkum II GmbH & Co. KG,ABR936831376390,Volleinspeisung,SGE981165955117,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL988334563685,EEG940949611199,E2026001TRIANELBORKUMZE0000000027,13/05/2020,6330,,,,,
SEE992162138717,BW28,In Betrieb,Wind,6330,6330,24/05/2020,,29/05/2020,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,044,576","6,450,553",54.04458,6.45055,Horizontalläufer,,,,,,,,,,,,"Trianel Windpark Borkum, Bauphase 2",Windkraft auf See,"104,5",152,Senvion Deutschland GmbH,6.2M152 Power Upgrade,,,,,23/12/2024,,,Trianel Windkraftwerk Borkum II GmbH & Co. KG,ABR936831376390,Volleinspeisung,SGE981165955117,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL988334563685,EEG968176295371,E2026001TRIANELBORKUMZE0000000028,24/05/2020,6330,,,,,
SEE921054682755,BW29,In Betrieb,Wind,6330,6330,04/05/2020,,11/05/2020,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,039,213","6,440,225",54.03921,6.44023,Horizontalläufer,,,,,,,,,,,,"Trianel Windpark Borkum, Bauphase 2",Windkraft auf See,"104,5",152,Senvion Deutschland GmbH,6.2M152 Power Upgrade,,,,,23/12/2024,,,Trianel Windkraftwerk Borkum II GmbH & Co. KG,ABR936831376390,Volleinspeisung,SGE981165955117,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL988334563685,EEG916880534415,E2026001TRIANELBORKUMZE0000000029,04/05/2020,6330,,,,,
SEE991188060453,BW30,In Betrieb,Wind,6330,6330,04/04/2020,,14/04/2020,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,029,869","6,443,462",54.02987,6.44346,Horizontalläufer,,,,,,,,,,,,"Trianel Windpark Borkum, Bauphase 2",Windkraft auf See,"104,5",152,Senvion Deutschland GmbH,6.2M152 Power Upgrade,,,,,23/12/2024,,,Trianel Windkraftwerk Borkum II GmbH & Co. KG,ABR936831376390,Volleinspeisung,SGE981165955117,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL988334563685,EEG916939578278,E2026001TRIANELBORKUMZE0000000030,04/04/2020,6330,,,,,
SEE953449671655,BW45,In Betrieb,Wind,6330,6330,18/12/2019,,06/01/2020,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,088,293","64,753",54.08829,6.47530,Horizontalläufer,,,,,,,,,,,,"Trianel Windpark Borkum, Bauphase 2",Windkraft auf See,"104,5",152,Senvion Deutschland GmbH,6.2M152 Power Upgrade,,,,,23/12/2024,,,Trianel Windkraftwerk Borkum II GmbH & Co. KG,ABR936831376390,Volleinspeisung,SGE981165955117,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL988334563685,EEG929531894684,E2026001TRIANELBORKUMZE0000000045,18/12/2019,6330,,,,,
SEE990707270540,BW56,In Betrieb,Wind,6330,6330,22/12/2019,,06/01/2020,Ausschließliche Wirtschaftszone,,,,,,,,,,"5,408,837","6,486,157",54.08837,6.48616,Horizontalläufer,,,,,,,,,,,,"Trianel Windpark Borkum, Bauphase 2",Windkraft auf See,"104,5",152,Senvion Deutschland GmbH,6.2M152 Power Upgrade,,,,,23/12/2024,,,Trianel Windkraftwerk Borkum II GmbH & Co. KG,ABR936831376390,Volleinspeisung,SGE981165955117,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL988334563685,EEG901441383397,E2026001TRIANELBORKUMZE0000000056,22/12/2019,6330,,,,,
SEE972350958020,BW57,In Betrieb,Wind,6330,6330,23/10/2019,,28/10/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,080,561","6,489,374",54.08056,6.48937,Horizontalläufer,,,,,,,,,,,,"Trianel Windpark Borkum, Bauphase 2",Windkraft auf See,"104,5",152,Senvion Deutschland GmbH,6.2M152 Power Upgrade,,,,,23/12/2024,,,Trianel Windkraftwerk Borkum II GmbH & Co. KG,ABR936831376390,Volleinspeisung,SGE981165955117,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL988334563685,EEG943076662379,E2026001TRIANELBORKUMZE0000000057,23/10/2019,6330,,,,,
SEE990077575153,BW59,In Betrieb,Wind,6330,6330,14/11/2019,,06/12/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,064,457","6,487,395",54.06446,6.48740,Horizontalläufer,,,,,,,,,,,,"Trianel Windpark Borkum, Bauphase 2",Windkraft auf See,"104,5",152,Senvion Deutschland GmbH,6.2M152 Power Upgrade,,,,,23/12/2024,,,Trianel Windkraftwerk Borkum II GmbH & Co. KG,ABR936831376390,Volleinspeisung,SGE981165955117,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL988334563685,EEG963950526535,E2026001TRIANELBORKUMZE0000000059,14/11/2019,6330,,,,,
SEE988789397309,BW60,In Betrieb,Wind,6330,6330,08/10/2019,,16/10/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,050,834","64,844",54.05083,6.48440,Horizontalläufer,,,,,,,,,,,,"Trianel Windpark Borkum, Bauphase 2",Windkraft auf See,"104,5",152,Senvion Deutschland GmbH,6.2M152 Power Upgrade,,,,,23/12/2024,,,Trianel Windkraftwerk Borkum II GmbH & Co. KG,ABR936831376390,Volleinspeisung,SGE981165955117,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL988334563685,EEG905842366379,E2026001TRIANELBORKUMZE0000000060,08/10/2019,6330,,,,,
SEE931696628301,BW67,In Betrieb,Wind,6330,6330,29/12/2019,,06/01/2020,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,088,592","6,497,876",54.08859,6.49788,Horizontalläufer,,,,,,,,,,,,"Trianel Windpark Borkum, Bauphase 2",Windkraft auf See,"104,5",152,Senvion Deutschland GmbH,6.2M152 Power Upgrade,,,,,23/12/2024,,,Trianel Windkraftwerk Borkum II GmbH & Co. KG,ABR936831376390,Volleinspeisung,SGE981165955117,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL988334563685,EEG969531206605,E2026001TRIANELBORKUMZE0000000067,29/12/2019,6330,,,,,
SEE923625933563,BW68,In Betrieb,Wind,6330,6330,24/11/2019,,06/12/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,081,349","6,504,462",54.08135,6.50446,Horizontalläufer,,,,,,,,,,,,"Trianel Windpark Borkum, Bauphase 2",Windkraft auf See,"104,5",152,Senvion Deutschland GmbH,6.2M152 Power Upgrade,,,,,23/12/2024,,,Trianel Windkraftwerk Borkum II GmbH & Co. KG,ABR936831376390,Volleinspeisung,SGE981165955117,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL988334563685,EEG962199865498,E2026001TRIANELBORKUMZE0000000068,24/11/2019,6330,,,,,
