MaStR-Nr. der Einheit,Anzeige-Name der Einheit,Betriebs-Status,Energieträger,Bruttoleistung der Einheit,Nettonennleistung der Einheit,Inbetriebnahmedatum der Einheit,Inbetriebnahmedatum der Einheit am aktuellen Standort,Registrierungsdatum der Einheit,Bundesland,Postleitzahl,Ort,Straße,Hausnummer,Gemarkung,Flurstück,Gemeindeschlüssel,Gemeinde,Landkreis,Koordinate: Breitengrad (WGS84),Koordinate: Längengrad (WGS84),Lat,Lon,Technologie der Stromerzeugung,Art der Solaranlage,Anzahl der Solar-Module,Hauptausrichtung der Solar-Module,Hauptneigungswinkel der Solar-Module,Nutzungsbereich des Gebäudes mit Solaranlage,Name des Solarparks,Überwiegende Nutzungsart der Fläche vor Errichtung der Solaranlage,Bereich der überwiegenden Nutzungsart der Fläche vor Errichtung der Solaranlage,Größe der in Anspruch genommenen Fläche in Hektar,Zusätzliche Merkmale der Fläche und der aktuellen Flächennutzung,Lichte Höhe in Meter,Name des Windparks,Wind an Land oder auf See,Nabenhöhe der Windenergieanlage,Rotordurchmesser der Windenergieanlage,Hersteller der Windenergieanlage,Typenbezeichnung,Hauptbrennstoff der Einheit,MaStR-Nr. der Speichereinheit,Speichertechnologie,Nutzbare Speicherkapazität in kWh,Letzte Aktualisierung,Datum der endgültigen Stilllegung,Datum der geplanten Inbetriebnahme,Name des Anlagenbetreibers (nur Org.),"	MaStR-Nr. des Anlagenbetreibers",Volleinspeisung oder Teileinspeisung,MaStR-Nr. der Genehmigung,Name des Anschluss-Netzbetreibers,MaStR-Nr. des Anschluss-Netzbetreibers,Netzbetreiberprüfung,Spannungsebene,MaStR-Nr. der Lokation,MaStR-Nr. der EEG-Anlage,EEG-Anlagenschlüssel,Inbetriebnahmedatum der EEG-Anlage,Installierte Leistung der EEG-Anlage,Zuschlagnummer (EEG/KWK-Ausschreibung),MaStR-Nr. der KWK-Anlage,Inbetriebnahmedatum der KWK-Anlage,Elektrische KWK-Leistung,Thermische Nutzleistung in kW
SEE956953405204,S3-2,In Betrieb,Wind,5500,5500,26/08/2013,,22/01/2021,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,345,256","5,949,504",54.34526,5.94950,Horizontalläufer,,,,,,,,,,,,BARD Offshore 1 (MaLo 4056),Windkraft auf See,90,122,BARD Holding GmbH,BARD 5.0,,,,,20/11/2024,,,Ocean Breeze Energy GmbH & Co. KG,ABR904674920995,Volleinspeisung,,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL953673961584,EEG974398166986,E2026001HRA0000000BAOEE0000200069,26/08/2013,5500,,,,,
SEE964877916591,S3-3,In Betrieb,Wind,5500,5500,28/01/2012,,25/01/2021,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,346,414","5,968,991",54.34641,5.96899,Horizontalläufer,,,,,,,,,,,,BARD Offshore 1 (MaLo 4048),Windkraft auf See,90,122,BARD Holding GmbH,BARD 5.0,,,,,10/01/2025,,,Ocean Breeze Energy GmbH & Co. KG,ABR904674920995,Volleinspeisung,,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL994043638538,EEG935265464260,E2026001HRA0000000BAOEE0000100018,28/01/2012,5500,,,,,
SEE907530298689,S3-4,In Betrieb,Wind,5500,5500,29/02/2012,,25/01/2021,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,347,184","5,985,195",54.34718,5.98520,Horizontalläufer,,,,,,,,,,,,BARD Offshore 1 (MaLo 4048),Windkraft auf See,90,122,BARD Holding GmbH,BARD 5.0,,,,,10/01/2025,,,Ocean Breeze Energy GmbH & Co. KG,ABR904674920995,Volleinspeisung,,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL994043638538,EEG983225359415,E2026001HRA0000000BAOEE0000100020,29/02/2012,5500,,,,,
SEE942733127756,S3-5,In Betrieb,Wind,5500,5500,24/06/2011,,25/01/2021,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,348,294","6,004,799",54.34829,6.00480,Horizontalläufer,,,,,,,,,,,,BARD Offshore 1 (MaLo 4056),Windkraft auf See,90,122,BARD Holding GmbH,BARD 5.0,,,,,20/11/2024,,,Ocean Breeze Energy GmbH & Co. KG,ABR904674920995,Volleinspeisung,,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL953673961584,EEG968900611033,E2026001HRA0000000BAOEE0000200013,24/06/2011,5500,,,,,
SEE929380859681,S3-6,In Betrieb,Wind,5500,5500,18/04/2011,,25/01/2021,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,339,918","6,004,711",54.33992,6.00471,Horizontalläufer,,,,,,,,,,,,BARD Offshore 1 (MaLo 4056),Windkraft auf See,90,122,BARD Holding GmbH,BARD 5.0,,,,,20/11/2024,,,Ocean Breeze Energy GmbH & Co. KG,ABR904674920995,Volleinspeisung,,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL953673961584,EEG947061888072,E2026001HRA0000000BAOEE0000200009,18/04/2011,5500,,,,,
SEE909340683280,S3-7,In Betrieb,Wind,5500,5500,17/01/2012,,25/01/2021,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,338,984","5,988,468",54.33898,5.98847,Horizontalläufer,,,,,,,,,,,,BARD Offshore 1 (MaLo 4056),Windkraft auf See,90,122,BARD Holding GmbH,BARD 5.0,,,,,20/11/2024,,,Ocean Breeze Energy GmbH & Co. KG,ABR904674920995,Volleinspeisung,,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL953673961584,EEG942104862347,E2026001HRA0000000BAOEE0000200017,17/01/2012,5500,,,,,
SEE911053738867,S3-8,In Betrieb,Wind,5500,5500,03/12/2012,,25/01/2021,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,338,214","5,972,224",54.33821,5.97222,Horizontalläufer,,,,,,,,,,,,BARD Offshore 1 (MaLo 4048),Windkraft auf See,90,122,BARD Holding GmbH,BARD 5.0,,,,,10/01/2025,,,Ocean Breeze Energy GmbH & Co. KG,ABR904674920995,Volleinspeisung,,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL994043638538,EEG976637996194,E2026001HRA0000000BAOEE0000100031,03/12/2012,5500,,,,,
SEE975758736160,S3-9,In Betrieb,Wind,5500,5500,29/08/2013,,25/01/2021,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,337,119","5,952,715",54.33712,5.95272,Horizontalläufer,,,,,,,,,,,,BARD Offshore 1 (MaLo 4056),Windkraft auf See,90,122,BARD Holding GmbH,BARD 5.0,,,,,20/11/2024,,,Ocean Breeze Energy GmbH & Co. KG,ABR904674920995,Volleinspeisung,,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL953673961584,EEG917977736200,E2026001HRA0000000BAOEE0000200072,29/08/2013,5500,,,,,
SEE984583711624,S3-10,In Betrieb,Wind,5500,5500,29/08/2013,,25/01/2021,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,333,408","593,946",54.33341,5.93946,Horizontalläufer,,,,,,,,,,,,BARD Offshore 1 (MaLo 4056),Windkraft auf See,90,122,BARD Holding GmbH,BARD 5.0,,,,,20/11/2024,,,Ocean Breeze Energy GmbH & Co. KG,ABR904674920995,Volleinspeisung,,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL953673961584,EEG924731396372,E2026001HRA0000000BAOEE0000200073,29/08/2013,5500,,,,,
SEE930230814248,S4-1,In Betrieb,Wind,5500,5500,30/08/2013,,25/01/2021,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,356,359","5,939,508",54.35636,5.93951,Horizontalläufer,,,,,,,,,,,,BARD Offshore 1 (MaLo 4056),Windkraft auf See,90,122,BARD Holding GmbH,BARD 5.0,,,,,20/11/2024,,,Ocean Breeze Energy GmbH & Co. KG,ABR904674920995,Volleinspeisung,,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL953673961584,EEG944281468213,E2026001HRA0000000BAOEE0000200077,30/08/2013,5500,,,,,
SEE911758452341,S4-2,In Betrieb,Wind,5500,5500,21/07/2013,,25/01/2021,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,362,859","5,959,618",54.36286,5.95962,Horizontalläufer,,,,,,,,,,,,BARD Offshore 1 (MaLo 4056),Windkraft auf See,90,122,BARD Holding GmbH,BARD 5.0,,,,,20/11/2024,,,Ocean Breeze Energy GmbH & Co. KG,ABR904674920995,Volleinspeisung,,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL953673961584,EEG932284286552,E2026001HRA0000000BAOEE0000200060,21/07/2013,5500,,,,,
SEE944857159187,S4-3,In Betrieb,Wind,5500,5500,29/07/2013,,25/01/2021,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,363,579","5,978,666",54.36358,5.97867,Horizontalläufer,,,,,,,,,,,,BARD Offshore 1 (MaLo 4048),Windkraft auf See,90,122,BARD Holding GmbH,BARD 5.0,,,,,10/01/2025,,,Ocean Breeze Energy GmbH & Co. KG,ABR904674920995,Volleinspeisung,,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL994043638538,EEG946642302471,E2026001HRA0000000BAOEE0000100064,29/07/2013,5500,,,,,
SEE900507729322,S4-4,In Betrieb,Wind,5500,5500,28/04/2013,,25/01/2021,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,364,603","5,995,185",54.36460,5.99519,Horizontalläufer,,,,,,,,,,,,BARD Offshore 1 (MaLo 4048),Windkraft auf See,90,122,BARD Holding GmbH,BARD 5.0,,,,,10/01/2025,,,Ocean Breeze Energy GmbH & Co. KG,ABR904674920995,Volleinspeisung,,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL994043638538,EEG921603973556,E2026001HRA0000000BAOEE0000100044,28/04/2013,5500,,,,,
SEE995628112627,S4-5,In Betrieb,Wind,5500,5500,18/02/2013,,25/01/2021,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,363,001","6,008,268",54.36300,6.00827,Horizontalläufer,,,,,,,,,,,,BARD Offshore 1 (MaLo 4048),Windkraft auf See,90,122,BARD Holding GmbH,BARD 5.0,,,,,10/01/2025,,,Ocean Breeze Energy GmbH & Co. KG,ABR904674920995,Volleinspeisung,,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL994043638538,EEG909513409730,E2026001HRA0000000BAOEE0000100039,18/02/2013,5500,,,,,
SEE969959430095,S4-6,In Betrieb,Wind,5500,5500,05/08/2013,,25/01/2021,Ausschließliche Wirtschaftszone,,,,,,,,,,"5,435,641","5,998,441",54.35641,5.99844,Horizontalläufer,,,,,,,,,,,,BARD Offshore 1 (MaLo 4048),Windkraft auf See,90,122,BARD Holding GmbH,BARD 5.0,,,,,10/01/2025,,,Ocean Breeze Energy GmbH & Co. KG,ABR904674920995,Volleinspeisung,,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL994043638538,EEG959058280790,E2026001HRA0000000BAOEE0000100067,05/08/2013,5500,,,,,
SEE993042983656,S4-7,In Betrieb,Wind,5500,5500,05/07/2013,,25/01/2021,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,355,375","5,981,937",54.35538,5.98194,Horizontalläufer,,,,,,,,,,,,BARD Offshore 1 (MaLo 4048),Windkraft auf See,90,122,BARD Holding GmbH,BARD 5.0,,,,,10/01/2025,,,Ocean Breeze Energy GmbH & Co. KG,ABR904674920995,Volleinspeisung,,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL994043638538,EEG955223786289,E2026001HRA0000000BAOEE0000100055,05/07/2013,5500,,,,,
SEE971216326522,S4-8,In Betrieb,Wind,5500,5500,18/07/2013,,25/01/2021,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,354,632","5,965,797",54.35463,5.96580,Horizontalläufer,,,,,,,,,,,,BARD Offshore 1 (MaLo 4056),Windkraft auf See,90,122,BARD Holding GmbH,BARD 5.0,,,,,20/11/2024,,,Ocean Breeze Energy GmbH & Co. KG,ABR904674920995,Volleinspeisung,,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL953673961584,EEG963320501285,E2026001HRA0000000BAOEE0000200059,18/07/2013,5500,,,,,
SEE944254955917,S4-9,In Betrieb,Wind,5500,5500,27/08/2013,,25/01/2021,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,355,453","5,952,199",54.35545,5.95220,Horizontalläufer,,,,,,,,,,,,BARD Offshore 1 (MaLo 4056),Windkraft auf See,90,122,BARD Holding GmbH,BARD 5.0,,,,,20/11/2024,,,Ocean Breeze Energy GmbH & Co. KG,ABR904674920995,Volleinspeisung,,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL953673961584,EEG988363876084,E2026001HRA0000000BAOEE0000200070,27/08/2013,5500,,,,,
SEE985488944759,S4-10,In Betrieb,Wind,5500,5500,06/09/2013,,25/01/2021,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,349,482","5,939,463",54.34948,5.93946,Horizontalläufer,,,,,,,,,,,,BARD Offshore 1 (MaLo 4056),Windkraft auf See,90,122,BARD Holding GmbH,BARD 5.0,,,,,20/11/2024,,,Ocean Breeze Energy GmbH & Co. KG,ABR904674920995,Volleinspeisung,,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL953673961584,EEG932836006836,E2026001HRA0000000BAOEE0000200079,06/09/2013,5500,,,,,
SEE966337849982,S5-1,In Betrieb,Wind,5500,5500,12/01/2013,,25/01/2021,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,360,878","6,018,204",54.36088,6.01820,Horizontalläufer,,,,,,,,,,,,BARD Offshore 1 (MaLo 4048),Windkraft auf See,90,122,BARD Holding GmbH,BARD 5.0,,,,,10/01/2025,,,Ocean Breeze Energy GmbH & Co. KG,ABR904674920995,Volleinspeisung,,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL994043638538,EEG959379755588,E2026001HRA0000000BAOEE0000100034,12/01/2013,5500,,,,,
SEE969999204007,S5-2,In Betrieb,Wind,5500,5500,15/12/2010,,25/01/2021,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,353,231","60,182",54.35323,6.01820,Horizontalläufer,,,,,,,,,,,,BARD Offshore 1 (MaLo 4056),Windkraft auf See,90,122,BARD Holding GmbH,BARD 5.0,,,,,20/11/2024,,,Ocean Breeze Energy GmbH & Co. KG,ABR904674920995,Volleinspeisung,,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL953673961584,EEG909992888743,E2026001HRA0000000BAOEE0000200002,15/12/2010,5500,,,,,
SEE954719207161,S5-3,In Betrieb,Wind,5500,5500,10/12/2010,,25/01/2021,Ausschließliche Wirtschaftszone,,,,,,,,,,"5,434,559","6,018,187",54.34559,6.01819,Horizontalläufer,,,,,,,,,,,,BARD Offshore 1 (MaLo 4056),Windkraft auf See,90,122,BARD Holding GmbH,BARD 5.0,,,,,20/11/2024,,,Ocean Breeze Energy GmbH & Co. KG,ABR904674920995,Volleinspeisung,,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL953673961584,EEG908255167304,E2026001HRA0000000BAOEE0000200001,10/12/2010,5500,,,,,
SEE938265108875,S5-4,In Betrieb,Wind,5500,5500,15/12/2010,,25/01/2021,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,337,926","6,018,186",54.33793,6.01819,Horizontalläufer,,,,,,,,,,,,BARD Offshore 1 (MaLo 4056),Windkraft auf See,90,122,BARD Holding GmbH,BARD 5.0,,,,,20/11/2024,,,Ocean Breeze Energy GmbH & Co. KG,ABR904674920995,Volleinspeisung,,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL953673961584,EEG996521476908,E2026001HRA0000000BAOEE0000200003,15/12/2010,5500,,,,,
SEE982370299690,S5-5,In Betrieb,Wind,5500,5500,26/12/2010,,25/01/2021,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,330,282","6,018,197",54.33028,6.01820,Horizontalläufer,,,,,,,,,,,,BARD Offshore 1 (MaLo 4056),Windkraft auf See,90,122,BARD Holding GmbH,BARD 5.0,,,,,20/11/2024,,,Ocean Breeze Energy GmbH & Co. KG,ABR904674920995,Volleinspeisung,,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL953673961584,EEG958239562922,E2026001HRA0000000BAOEE0000200004,26/12/2010,5500,,,,,
SEE901551466942,S5-6,In Betrieb,Wind,5500,5500,18/01/2011,,25/01/2021,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,322,638","6,018,204",54.32264,6.01820,Horizontalläufer,,,,,,,,,,,,BARD Offshore 1 (MaLo 4056),Windkraft auf See,90,122,BARD Holding GmbH,BARD 5.0,,,,,20/11/2024,,,Ocean Breeze Energy GmbH & Co. KG,ABR904674920995,Volleinspeisung,,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL953673961584,EEG990220858485,E2026001HRA0000000BAOEE0000200005,18/01/2011,5500,,,,,
SEE987524956658,S5-7,In Betrieb,Wind,5500,5500,19/01/2011,,25/01/2021,Ausschließliche Wirtschaftszone,,,,,,,,,,"5,431,499","6,018,191",54.31499,6.01819,Horizontalläufer,,,,,,,,,,,,BARD Offshore 1 (MaLo 4056),Windkraft auf See,90,122,BARD Holding GmbH,BARD 5.0,,,,,20/11/2024,,,Ocean Breeze Energy GmbH & Co. KG,ABR904674920995,Volleinspeisung,,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL953673961584,EEG904405483676,E2026001HRA0000000BAOEE0000200006,19/01/2011,5500,,,,,
SEE910107763794,S5-8,In Betrieb,Wind,5500,5500,27/01/2011,,25/01/2021,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,307,058","6,017,881",54.30706,6.01788,Horizontalläufer,,,,,,,,,,,,BARD Offshore 1 (MaLo 4056),Windkraft auf See,90,122,BARD Holding GmbH,BARD 5.0,,,,,20/11/2024,,,Ocean Breeze Energy GmbH & Co. KG,ABR904674920995,Volleinspeisung,,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL953673961584,EEG951964608514,E2026001HRA0000000BAOEE0000200007,27/01/2011,5500,,,,,
SEE951166080804,Kaskasi WTG 1 (K01),In Betrieb,Wind,9000,9000,20/08/2022,,08/09/2022,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,499,996","7,643,088",54.50000,7.64309,Horizontalläufer,,,,,,,,,,,,OWP Kaskasi,Windkraft auf See,"107,5",167,Siemens Wind Power GmbH & Co. KG,SG 8.0-167 DD,,,,,16/01/2024,,,RWE Kaskasi GmbH,ABR905028343781,Volleinspeisung,SGE976232610891,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL974560618633,EEG902293348640,E202600100000KASKASI0000000000001,20/08/2022,9000,"BK6-18-001-04,",,,,
SEE907484978088,Kaskasi WTG 2 (K02),In Betrieb,Wind,9000,9000,14/11/2022,,25/11/2022,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,500,013","7,654,222",54.50001,7.65422,Horizontalläufer,,,,,,,,,,,,OWP Kaskasi,Windkraft auf See,"107,5",167,Siemens Wind Power GmbH & Co. KG,SG 8.0-167 DD,,,,,06/12/2022,,,RWE Kaskasi GmbH,ABR905028343781,Volleinspeisung,SGE976232610891,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL974560618633,EEG921764040999,E202600100000KASKASI0000000000002,14/11/2022,9000,"BK6-18-001-04,",,,,
SEE973560086497,Kaskasi WTG 3 (K03),In Betrieb,Wind,9000,9000,31/10/2022,,08/11/2022,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,500,034","7,670,791",54.50003,7.67079,Horizontalläufer,,,,,,,,,,,,OWP Kaskasi,Windkraft auf See,"107,5",167,Siemens Wind Power GmbH & Co. KG,SG 8.0-167 DD,,,,,17/11/2022,,,RWE Kaskasi GmbH,ABR905028343781,Volleinspeisung,SGE976232610891,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL974560618633,EEG990253726904,E202600100000KASKASI0000000000003,31/10/2022,9000,"BK6-18-001-04,",,,,
SEE976203015144,Kaskasi WTG 4 (K04),In Betrieb,Wind,9000,9000,31/10/2022,,08/11/2022,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,498,927","7,683,753",54.49893,7.68375,Horizontalläufer,,,,,,,,,,,,OWP Kaskasi,Windkraft auf See,"107,5",167,Siemens Wind Power GmbH & Co. KG,SG 8.0-167 DD,,,,,17/11/2022,,,RWE Kaskasi GmbH,ABR905028343781,Volleinspeisung,SGE976232610891,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL974560618633,EEG968452452566,E202600100000KASKASI0000000000004,31/10/2022,9000,"BK6-18-001-04,",,,,
SEE907872409248,Kaskasi WTG 5 (K05),In Betrieb,Wind,9000,9000,19/08/2022,,29/08/2022,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,500,065","7,697,522",54.50007,7.69752,Horizontalläufer,,,,,,,,,,,,OWP Kaskasi,Windkraft auf See,"107,5",167,Siemens Wind Power GmbH & Co. KG,SG 8.0-167 DD,,,,,29/08/2022,,,RWE Kaskasi GmbH,ABR905028343781,Volleinspeisung,SGE976232610891,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL974560618633,EEG934403752054,E202600100000KASKASI0000000000005,19/08/2022,9000,"BK6-18-001-04,",,,,
SEE987658200719,Kaskasi WTG 6 (K06),In Betrieb,Wind,9000,9000,19/08/2022,,09/09/2022,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,500,076","7,713,659",54.50008,7.71366,Horizontalläufer,,,,,,,,,,,,OWP Kaskasi,Windkraft auf See,"107,5",167,Siemens Wind Power GmbH & Co. KG,SG 8.0-167 DD,,,,,20/09/2022,,,RWE Kaskasi GmbH,ABR905028343781,Volleinspeisung,SGE976232610891,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL974560618633,EEG987923744498,E202600100000KASKASI0000000000006,19/08/2022,9000,"BK6-18-001-04,",,,,
SEE949612290563,Kaskasi WTG 7 (K07),In Betrieb,Wind,9000,9000,29/08/2022,,06/09/2022,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,500,089","7,729,394",54.50009,7.72939,Horizontalläufer,,,,,,,,,,,,OWP Kaskasi,Windkraft auf See,"107,5",167,Siemens Wind Power GmbH & Co. KG,SG 8.0-167 DD,,,,,08/11/2022,,,RWE Kaskasi GmbH,ABR905028343781,Volleinspeisung,SGE976232610891,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL974560618633,EEG951445100537,E202600100000KASKASI0000000000007,29/08/2022,9000,"BK6-18-001-04,",,,,
SEE990925092870,Kaskasi WTG 8 (K08),In Betrieb,Wind,9000,9000,30/10/2022,,03/11/2022,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,500,104","7,752,372",54.50010,7.75237,Horizontalläufer,,,,,,,,,,,,OWP Kaskasi,Windkraft auf See,"107,5",167,Siemens Wind Power GmbH & Co. KG,SG 8.0-167 DD,,,,,17/11/2022,,,RWE Kaskasi GmbH,ABR905028343781,Volleinspeisung,SGE976232610891,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL974560618633,EEG907535025273,E202600100000KASKASI0000000000008,30/10/2022,9000,"BK6-18-001-04,",,,,
SEE926906472270,Kaskasi WTG 9 (K09),In Betrieb,Wind,9000,9000,21/08/2022,,12/09/2022,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,492,796","7,640,594",54.49280,7.64059,Horizontalläufer,,,,,,,,,,,,OWP Kaskasi,Windkraft auf See,"107,5",167,Siemens Wind Power GmbH & Co. KG,SG 8.0-167 DD,,,,,22/09/2022,,,RWE Kaskasi GmbH,ABR905028343781,Volleinspeisung,SGE976232610891,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL974560618633,EEG979730649110,E202600100000KASKASI0000000000009,21/08/2022,9000,"BK6-18-001-04,",,,,
SEE947591010684,Kaskasi WTG 10 (K10),In Betrieb,Wind,9000,9000,16/08/2022,,29/08/2022,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,495,016","7,654,232",54.49502,7.65423,Horizontalläufer,,,,,,,,,,,,OWP Kaskasi,Windkraft auf See,"107,5",167,Siemens Wind Power GmbH & Co. KG,SG 8.0-167 DD,,,,,29/08/2022,,,RWE Kaskasi GmbH,ABR905028343781,Volleinspeisung,SGE976232610891,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL974560618633,EEG954520569359,E202600100000KASKASI0000000000010,16/08/2022,9000,"BK6-18-001-04,",,,,
SEE909100604739,Kaskasi WTG 11 (K11),In Betrieb,Wind,9000,9000,14/08/2022,,29/08/2022,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,494,537","7,669,457",54.49454,7.66946,Horizontalläufer,,,,,,,,,,,,OWP Kaskasi,Windkraft auf See,"107,5",167,Siemens Wind Power GmbH & Co. KG,SG 8.0-167 DD,,,,,29/08/2022,,,RWE Kaskasi GmbH,ABR905028343781,Volleinspeisung,SGE976232610891,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL974560618633,EEG997405265977,E202600100000KASKASI0000000000011,14/08/2022,9000,"BK6-18-001-04,",,,,
SEE968564748670,Kaskasi WTG 12 (K12),In Betrieb,Wind,9000,9000,12/08/2022,,19/08/2022,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,495,318","7,699,109",54.49532,7.69911,Horizontalläufer,,,,,,,,,,,,OWP Kaskasi,Windkraft auf See,"107,5",167,Siemens Wind Power GmbH & Co. KG,SG 8.0-167 DD,,,,,16/01/2024,,,RWE Kaskasi GmbH,ABR905028343781,Volleinspeisung,SGE976232610891,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL974560618633,EEG926834249302,E202600100000KASKASI0000000000012,12/08/2022,9000,"BK6-18-001-04,",,,,
SEE929707702508,Kaskasi WTG 13 (K13),In Betrieb,Wind,9000,9000,08/08/2022,,17/08/2022,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,494,673","7,715,249",54.49467,7.71525,Horizontalläufer,,,,,,,,,,,,OWP Kaskasi,Windkraft auf See,"107,5",167,Siemens Wind Power GmbH & Co. KG,SG 8.0-167 DD,,,,,16/01/2024,,,RWE Kaskasi GmbH,ABR905028343781,Volleinspeisung,SGE976232610891,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL974560618633,EEG980092103653,E202600100000KASKASI0000000000013,08/08/2022,9000,"BK6-18-001-04,",,,,
